"state","year","shootings_total","shootings_black","shootings_white","shootings_other","pop_total","pop_black","pop_white","pop_other","rate_total","rate_black","rate_white","rate_other","control_totpop","control_blackshare","yr_2015","yr_2016","yr_2017","yr_2018","yr_2019","yr_2020","region"
"NC",2019,34,11,18,5,10383620,2394548,7451579,537493,3.27438793022087e-06,1.05936080095381e-06,1.73349949246987e-06,4.81527636797186e-07,10383620,0.230608207927486,0,0,0,0,1,0,"south"
"NC",2020,32,6,18,8,10383620,2394548,7451579,537493,3.08177687550199e-06,5.77833164156624e-07,1.73349949246987e-06,7.70444218875498e-07,10383620,0.230608207927486,0,0,0,0,0,1,"south"
"ND",2015,1,NA,NA,1,760077,29102,670697,60278,1.31565617693997e-06,NA,NA,1.31565617693997e-06,760077,0.0382882260613069,1,0,0,0,0,0,"midwest"
"ND",2016,1,NA,1,NA,760077,29102,670697,60278,1.31565617693997e-06,NA,1.31565617693997e-06,NA,760077,0.0382882260613069,0,1,0,0,0,0,"midwest"
"ND",2017,3,NA,NA,3,760077,29102,670697,60278,3.9469685308199e-06,NA,NA,3.9469685308199e-06,760077,0.0382882260613069,0,0,1,0,0,0,"midwest"
"ND",2018,4,NA,4,NA,760077,29102,670697,60278,5.26262470775987e-06,NA,5.26262470775987e-06,NA,760077,0.0382882260613069,0,0,0,1,0,0,"midwest"
"ND",2020,3,NA,1,2,760077,29102,670697,60278,3.9469685308199e-06,NA,1.31565617693997e-06,2.63131235387994e-06,760077,0.0382882260613069,0,0,0,0,0,1,"midwest"
"NE",2015,8,1,7,NA,1929268,113369,1725837,90062,4.14665043944128e-06,5.1833130493016e-07,3.62831913451112e-06,NA,1929268,0.0587627017086273,1,0,0,0,0,0,"midwest"
"NE",2016,7,2,5,NA,1929268,113369,1725837,90062,3.62831913451112e-06,1.03666260986032e-06,2.5916565246508e-06,NA,1929268,0.0587627017086273,0,1,0,0,0,0,"midwest"
"NE",2018,1,1,NA,NA,1929268,113369,1725837,90062,5.1833130493016e-07,5.1833130493016e-07,NA,NA,1929268,0.0587627017086273,0,0,0,1,0,0,"midwest"
"NE",2019,6,1,2,3,1929268,113369,1725837,90062,3.10998782958096e-06,5.1833130493016e-07,1.03666260986032e-06,1.55499391479048e-06,1929268,0.0587627017086273,0,0,0,0,1,0,"midwest"
"NE",2020,3,NA,2,1,1929268,113369,1725837,90062,1.55499391479048e-06,NA,1.03666260986032e-06,5.1833130493016e-07,1929268,0.0587627017086273,0,0,0,0,0,1,"midwest"
"NH",2015,3,NA,3,NA,1356458,28212,1279355,48891,2.21164238037595e-06,NA,2.21164238037595e-06,NA,1356458,0.0207982849450554,1,0,0,0,0,0,"northeast"
"NH",2016,2,NA,2,NA,1356458,28212,1279355,48891,1.47442825358397e-06,NA,1.47442825358397e-06,NA,1356458,0.0207982849450554,0,1,0,0,0,0,"northeast"
"NH",2017,3,NA,2,1,1356458,28212,1279355,48891,2.21164238037595e-06,NA,1.47442825358397e-06,7.37214126791983e-07,1356458,0.0207982849450554,0,0,1,0,0,0,"northeast"
"NH",2018,2,NA,2,NA,1356458,28212,1279355,48891,1.47442825358397e-06,NA,1.47442825358397e-06,NA,1356458,0.0207982849450554,0,0,0,1,0,0,"northeast"
"NH",2019,2,NA,2,NA,1356458,28212,1279355,48891,1.47442825358397e-06,NA,1.47442825358397e-06,NA,1356458,0.0207982849450554,0,0,0,0,1,0,"northeast"
"NH",2020,1,NA,1,NA,1356458,28212,1279355,48891,7.37214126791983e-07,NA,7.37214126791983e-07,NA,1356458,0.0207982849450554,0,0,0,0,0,1,"northeast"
"NJ",2015,15,4,7,4,8908520,1404125,6511007,993388,1.6837813688469e-06,4.4900836502584e-07,7.85764638795221e-07,4.4900836502584e-07,8908520,0.157615967635477,1,0,0,0,0,0,"northeast"
"NJ",2016,12,7,3,2,8908520,1404125,6511007,993388,1.34702509507752e-06,7.85764638795221e-07,3.3675627376938e-07,2.2450418251292e-07,8908520,0.157615967635477,0,1,0,0,0,0,"northeast"
"NJ",2017,12,5,2,5,8908520,1404125,6511007,993388,1.34702509507752e-06,5.61260456282301e-07,2.2450418251292e-07,5.61260456282301e-07,8908520,0.157615967635477,0,0,1,0,0,0,"northeast"
"NJ",2018,12,6,5,1,8908520,1404125,6511007,993388,1.34702509507752e-06,6.73512547538761e-07,5.61260456282301e-07,1.1225209125646e-07,8908520,0.157615967635477,0,0,0,1,0,0,"northeast"
"NJ",2019,12,6,3,3,8908520,1404125,6511007,993388,1.34702509507752e-06,6.73512547538761e-07,3.3675627376938e-07,3.3675627376938e-07,8908520,0.157615967635477,0,0,0,0,1,0,"northeast"
"NJ",2020,8,4,1,3,8908520,1404125,6511007,993388,8.98016730051681e-07,4.4900836502584e-07,1.1225209125646e-07,3.3675627376938e-07,8908520,0.157615967635477,0,0,0,0,0,1,"northeast"
"NM",2015,20,NA,9,11,2095428,64722,1744329,286377,9.54458945857362e-06,NA,4.29506525635813e-06,5.24952420221549e-06,2095428,0.0308872459468901,1,0,0,0,0,0,"west"
"NM",2016,21,NA,6,15,2095428,64722,1744329,286377,1.00218189315023e-05,NA,2.86337683757209e-06,7.15844209393021e-06,2095428,0.0308872459468901,0,1,0,0,0,0,"west"
"NM",2017,21,NA,4,17,2095428,64722,1744329,286377,1.00218189315023e-05,NA,1.90891789171472e-06,8.11290103978758e-06,2095428,0.0308872459468901,0,0,1,0,0,0,"west"
"NM",2018,20,1,4,15,2095428,64722,1744329,286377,9.54458945857362e-06,4.77229472928681e-07,1.90891789171472e-06,7.15844209393021e-06,2095428,0.0308872459468901,0,0,0,1,0,0,"west"
"NM",2019,18,NA,3,15,2095428,64722,1744329,286377,8.59013051271626e-06,NA,1.43168841878604e-06,7.15844209393021e-06,2095428,0.0308872459468901,0,0,0,0,1,0,"west"
"NM",2020,12,NA,1,11,2095428,64722,1744329,286377,5.72675367514417e-06,NA,4.77229472928681e-07,5.24952420221549e-06,2095428,0.0308872459468901,0,0,0,0,0,1,"west"
"NV",2015,19,3,11,5,3034392,341394,2317575,375423,6.26155091365914e-06,9.88665933735654e-07,3.6251084236974e-06,1.64777655622609e-06,3034392,0.11250820592725,1,0,0,0,0,0,"west"
"NV",2016,14,2,4,8,3034392,341394,2317575,375423,4.61377435743305e-06,6.59110622490436e-07,1.31822124498087e-06,2.63644248996175e-06,3034392,0.11250820592725,0,1,0,0,0,0,"west"
"NV",2017,16,2,7,7,3034392,341394,2317575,375423,5.27288497992349e-06,6.59110622490436e-07,2.30688717871653e-06,2.30688717871653e-06,3034392,0.11250820592725,0,0,1,0,0,0,"west"
"NV",2018,22,3,7,12,3034392,341394,2317575,375423,7.2502168473948e-06,9.88665933735654e-07,2.30688717871653e-06,3.95466373494262e-06,3034392,0.11250820592725,0,0,0,1,0,0,"west"
"NV",2019,11,2,3,6,3034392,341394,2317575,375423,3.6251084236974e-06,6.59110622490436e-07,9.88665933735654e-07,1.97733186747131e-06,3034392,0.11250820592725,0,0,0,0,1,0,"west"
"NV",2020,22,3,11,8,3034392,341394,2317575,375423,7.2502168473948e-06,9.88665933735654e-07,3.6251084236974e-06,2.63644248996175e-06,3034392,0.11250820592725,0,0,0,0,0,1,"west"
"NY",2015,19,8,9,2,19542209,3634305,13837347,2070557,9.72254467240628e-07,4.09370301996054e-07,4.6054158974556e-07,1.02342575499013e-07,19542209,0.185972066924471,1,0,0,0,0,0,"northeast"
"NY",2016,17,9,7,1,19542209,3634305,13837347,2070557,8.69911891741614e-07,4.6054158974556e-07,3.58199014246547e-07,5.11712877495067e-08,19542209,0.185972066924471,0,1,0,0,0,0,"northeast"
"NY",2017,16,8,4,4,19542209,3634305,13837347,2070557,8.18740603992108e-07,4.09370301996054e-07,2.04685150998027e-07,2.04685150998027e-07,19542209,0.185972066924471,0,0,1,0,0,0,"northeast"
"NY",2018,15,6,5,4,19542209,3634305,13837347,2070557,7.67569316242601e-07,3.0702772649704e-07,2.55856438747534e-07,2.04685150998027e-07,19542209,0.185972066924471,0,0,0,1,0,0,"northeast"
"NY",2019,23,11,6,6,19542209,3634305,13837347,2070557,1.17693961823865e-06,5.62884165244574e-07,3.0702772649704e-07,3.0702772649704e-07,19542209,0.185972066924471,0,0,0,0,1,0,"northeast"
"NY",2020,15,7,5,3,19542209,3634305,13837347,2070557,7.67569316242601e-07,3.58199014246547e-07,2.55856438747534e-07,1.5351386324852e-07,19542209,0.185972066924471,0,0,0,0,0,1,"northeast"
"OH",2015,29,13,14,2,11689442,1630541,9698709,360192,2.48087119983999e-06,1.11211467579034e-06,1.19766195854344e-06,1.71094565506206e-07,11689442,0.139488351967528,1,0,0,0,0,0,"midwest"
"OH",2016,26,11,12,3,11689442,1630541,9698709,360192,2.22422935158068e-06,9.41020110284135e-07,1.02656739303724e-06,2.5664184825931e-07,11689442,0.139488351967528,0,1,0,0,0,0,"midwest"
"OH",2017,34,11,23,NA,11689442,1630541,9698709,360192,2.90860761360551e-06,9.41020110284135e-07,1.96758750332137e-06,NA,11689442,0.139488351967528,0,0,1,0,0,0,"midwest"
"OH",2018,32,8,20,4,11689442,1630541,9698709,360192,2.7375130480993e-06,6.84378262024825e-07,1.71094565506206e-06,3.42189131012413e-07,11689442,0.139488351967528,0,0,0,1,0,0,"midwest"
"OH",2019,24,9,13,2,11689442,1630541,9698709,360192,2.05313478607448e-06,7.69925544777929e-07,1.11211467579034e-06,1.71094565506206e-07,11689442,0.139488351967528,0,0,0,0,1,0,"midwest"
"OH",2020,14,4,6,4,11689442,1630541,9698709,360192,1.19766195854344e-06,3.42189131012413e-07,5.13283696518619e-07,3.42189131012413e-07,11689442,0.139488351967528,0,0,0,0,0,1,"midwest"
"OK",2015,32,9,20,3,3943079,353715,3056708,532656,8.11548538591289e-06,2.282480264788e-06,5.07217836619555e-06,7.60826754929333e-07,3943079,0.089705278539943,1,0,0,0,0,0,"south"
"OK",2016,26,4,15,7,3943079,353715,3056708,532656,6.59383187605422e-06,1.01443567323911e-06,3.80413377464667e-06,1.77526242816844e-06,3943079,0.089705278539943,0,1,0,0,0,0,"south"
"OK",2017,26,3,14,9,3943079,353715,3056708,532656,6.59383187605422e-06,7.60826754929333e-07,3.55052485633689e-06,2.282480264788e-06,3943079,0.089705278539943,0,0,1,0,0,0,"south"
"OK",2018,33,5,23,5,3943079,353715,3056708,532656,8.36909430422267e-06,1.26804459154889e-06,5.83300512112489e-06,1.26804459154889e-06,3943079,0.089705278539943,0,0,0,1,0,0,"south"
"OK",2019,34,10,18,6,3943079,353715,3056708,532656,8.62270322253244e-06,2.53608918309778e-06,4.564960529576e-06,1.52165350985867e-06,3943079,0.089705278539943,0,0,0,0,1,0,"south"
"OK",2020,20,1,15,4,3943079,353715,3056708,532656,5.07217836619555e-06,2.53608918309778e-07,3.80413377464667e-06,1.01443567323911e-06,3943079,0.089705278539943,0,0,0,0,0,1,"south"
"OR",2015,15,1,13,1,4190713,121398,3728759,340556,3.57934318098137e-06,2.38622878732092e-07,3.10209742351719e-06,2.38622878732092e-07,4190713,0.0289683402323185,1,0,0,0,0,0,"west"
"OR",2016,15,1,13,1,4190713,121398,3728759,340556,3.57934318098137e-06,2.38622878732092e-07,3.10209742351719e-06,2.38622878732092e-07,4190713,0.0289683402323185,0,1,0,0,0,0,"west"
"OR",2017,12,2,7,3,4190713,121398,3728759,340556,2.8634745447851e-06,4.77245757464183e-07,1.67036015112464e-06,7.15868636196275e-07,4190713,0.0289683402323185,0,0,1,0,0,0,"west"
"OR",2018,16,2,12,2,4190713,121398,3728759,340556,3.81796605971347e-06,4.77245757464183e-07,2.8634745447851e-06,4.77245757464183e-07,4190713,0.0289683402323185,0,0,0,1,0,0,"west"
"OR",2019,18,1,13,4,4190713,121398,3728759,340556,4.29521181717765e-06,2.38622878732092e-07,3.10209742351719e-06,9.54491514928367e-07,4190713,0.0289683402323185,0,0,0,0,1,0,"west"
"OR",2020,11,NA,6,5,4190713,121398,3728759,340556,2.62485166605301e-06,NA,1.43173727239255e-06,1.19311439366046e-06,4190713,0.0289683402323185,0,0,0,0,0,1,"west"
"PA",2015,18,8,8,2,12807060,1632313,10609745,565002,1.40547479280959e-06,6.24655463470929e-07,6.24655463470929e-07,1.56163865867732e-07,12807060,0.127454154193078,1,0,0,0,0,0,"northeast"
"PA",2016,22,10,9,3,12807060,1632313,10609745,565002,1.71780252454506e-06,7.80819329338662e-07,7.02737396404795e-07,2.34245798801598e-07,12807060,0.127454154193078,0,1,0,0,0,0,"northeast"
"PA",2017,23,6,13,4,12807060,1632313,10609745,565002,1.79588445747892e-06,4.68491597603197e-07,1.01506512814026e-06,3.12327731735465e-07,12807060,0.127454154193078,0,0,1,0,0,0,"northeast"
"PA",2018,23,9,8,6,12807060,1632313,10609745,565002,1.79588445747892e-06,7.02737396404795e-07,6.24655463470929e-07,4.68491597603197e-07,12807060,0.127454154193078,0,0,0,1,0,0,"northeast"
"PA",2019,14,6,6,2,12807060,1632313,10609745,565002,1.09314706107413e-06,4.68491597603197e-07,4.68491597603197e-07,1.56163865867732e-07,12807060,0.127454154193078,0,0,0,0,1,0,"northeast"
"PA",2020,13,4,5,4,12807060,1632313,10609745,565002,1.01506512814026e-06,3.12327731735465e-07,3.90409664669331e-07,3.12327731735465e-07,12807060,0.127454154193078,0,0,0,0,0,1,"northeast"
"RI",2016,2,1,NA,1,1057315,99936,901715,55664,1.89158387046434e-06,9.45791935232168e-07,NA,9.45791935232168e-07,1057315,0.094518662839362,0,1,0,0,0,0,"northeast"
"RI",2017,1,NA,1,NA,1057315,99936,901715,55664,9.45791935232168e-07,NA,9.45791935232168e-07,NA,1057315,0.094518662839362,0,0,1,0,0,0,"northeast"
"RI",2018,1,1,NA,NA,1057315,99936,901715,55664,9.45791935232168e-07,9.45791935232168e-07,NA,NA,1057315,0.094518662839362,0,0,0,1,0,0,"northeast"
"SC",2015,19,9,10,NA,5084127,1418868,3531746,133513,3.73712143697433e-06,1.77021541751416e-06,1.96690601946017e-06,NA,5084127,0.279078001001942,1,0,0,0,0,0,"south"
"SC",2016,17,4,13,NA,5084127,1418868,3531746,133513,3.3437402330823e-06,7.8676240778407e-07,2.55697782529823e-06,NA,5084127,0.279078001001942,0,1,0,0,0,0,"south"
"SC",2017,12,2,8,2,5084127,1418868,3531746,133513,2.36028722335221e-06,3.93381203892035e-07,1.57352481556814e-06,3.93381203892035e-07,5084127,0.279078001001942,0,0,1,0,0,0,"south"
"SC",2018,12,3,8,1,5084127,1418868,3531746,133513,2.36028722335221e-06,5.90071805838052e-07,1.57352481556814e-06,1.96690601946017e-07,5084127,0.279078001001942,0,0,0,1,0,0,"south"
"SC",2019,18,5,9,4,5084127,1418868,3531746,133513,3.54043083502831e-06,9.83453009730087e-07,1.77021541751416e-06,7.8676240778407e-07,5084127,0.279078001001942,0,0,0,0,1,0,"south"
"SC",2020,15,4,5,6,5084127,1418868,3531746,133513,2.95035902919026e-06,7.8676240778407e-07,9.83453009730087e-07,1.1801436116761e-06,5084127,0.279078001001942,0,0,0,0,0,1,"south"
"SD",2015,3,NA,2,1,882235,25429,755314,101492,3.40045452742183e-06,NA,2.26696968494789e-06,1.13348484247394e-06,882235,0.0288233860592699,1,0,0,0,0,0,"midwest"
"SD",2016,4,NA,3,1,882235,25429,755314,101492,4.53393936989578e-06,NA,3.40045452742183e-06,1.13348484247394e-06,882235,0.0288233860592699,0,1,0,0,0,0,"midwest"
"SD",2017,3,NA,2,1,882235,25429,755314,101492,3.40045452742183e-06,NA,2.26696968494789e-06,1.13348484247394e-06,882235,0.0288233860592699,0,0,1,0,0,0,"midwest"
"SD",2018,3,NA,1,2,882235,25429,755314,101492,3.40045452742183e-06,NA,1.13348484247394e-06,2.26696968494789e-06,882235,0.0288233860592699,0,0,0,1,0,0,"midwest"
"SD",2019,3,NA,2,1,882235,25429,755314,101492,3.40045452742183e-06,NA,2.26696968494789e-06,1.13348484247394e-06,882235,0.0288233860592699,0,0,0,0,1,0,"midwest"
"SD",2020,1,NA,NA,1,882235,25429,755314,101492,1.13348484247394e-06,NA,NA,1.13348484247394e-06,882235,0.0288233860592699,0,0,0,0,0,1,"midwest"
"TN",2015,20,4,13,3,6770010,1198663,5391207,180140,2.954205385221e-06,5.90841077044199e-07,1.92023350039365e-06,4.43130807783149e-07,6770010,0.177054834483258,1,0,0,0,0,0,"south"
"TN",2016,22,3,16,3,6770010,1198663,5391207,180140,3.2496259237431e-06,4.43130807783149e-07,2.3633643081768e-06,4.43130807783149e-07,6770010,0.177054834483258,0,1,0,0,0,0,"south"
"TN",2017,27,4,20,3,6770010,1198663,5391207,180140,3.98817727004835e-06,5.90841077044199e-07,2.954205385221e-06,4.43130807783149e-07,6770010,0.177054834483258,0,0,1,0,0,0,"south"
"TN",2018,26,10,14,2,6770010,1198663,5391207,180140,3.8404670007873e-06,1.4771026926105e-06,2.0679437696547e-06,2.954205385221e-07,6770010,0.177054834483258,0,0,0,1,0,0,"south"
"TN",2019,33,9,20,4,6770010,1198663,5391207,180140,4.87443888561465e-06,1.32939242334945e-06,2.954205385221e-06,5.90841077044199e-07,6770010,0.177054834483258,0,0,0,0,1,0,"south"
"TN",2020,21,2,9,10,6770010,1198663,5391207,180140,3.10191565448205e-06,2.954205385221e-07,1.32939242334945e-06,1.4771026926105e-06,6770010,0.177054834483258,0,0,0,0,0,1,"south"
"TX",2015,100,19,46,35,28701845,3803248,22961663,1936934,3.48409657985401e-06,6.61978350172262e-07,1.60268442673285e-06,1.2194338029489e-06,28701845,0.132508833491366,1,0,0,0,0,0,"south"
"TX",2016,82,17,37,28,28701845,3803248,22961663,1936934,2.85695919548029e-06,5.92296418575182e-07,1.28911573454598e-06,9.75547042359124e-07,28701845,0.132508833491366,0,1,0,0,0,0,"south"
"TX",2017,69,17,22,30,28701845,3803248,22961663,1936934,2.40402664009927e-06,5.92296418575182e-07,7.66501247567883e-07,1.0452289739562e-06,28701845,0.132508833491366,0,0,1,0,0,0,"south"
"TX",2018,85,16,24,45,28701845,3803248,22961663,1936934,2.96148209287591e-06,5.57455452776642e-07,8.36183179164963e-07,1.56784346093431e-06,28701845,0.132508833491366,0,0,0,1,0,0,"south"
"TX",2019,108,21,39,48,28701845,3803248,22961663,1936934,3.76282430624233e-06,7.31660281769343e-07,1.35879766614306e-06,1.67236635832993e-06,28701845,0.132508833491366,0,0,0,0,1,0,"south"
"TX",2020,62,16,14,32,28701845,3803248,22961663,1936934,2.16013987950949e-06,5.57455452776642e-07,4.87773521179562e-07,1.11491090555328e-06,28701845,0.132508833491366,0,0,0,0,0,1,"south"
"UT",2015,10,NA,9,1,3161105,58537,2913538,189030,3.16345075535295e-06,NA,2.84710567981766e-06,3.16345075535295e-07,3161105,0.0185178916866096,1,0,0,0,0,0,"west"
"UT",2016,8,NA,8,NA,3161105,58537,2913538,189030,2.53076060428236e-06,NA,2.53076060428236e-06,NA,3161105,0.0185178916866096,0,1,0,0,0,0,"west"
"UT",2017,7,1,2,4,3161105,58537,2913538,189030,2.21441552874707e-06,3.16345075535295e-07,6.32690151070591e-07,1.26538030214118e-06,3161105,0.0185178916866096,0,0,1,0,0,0,"west"
"UT",2018,19,3,10,6,3161105,58537,2913538,189030,6.01055643517061e-06,9.49035226605886e-07,3.16345075535295e-06,1.89807045321177e-06,3161105,0.0185178916866096,0,0,0,1,0,0,"west"
"UT",2019,12,2,6,4,3161105,58537,2913538,189030,3.79614090642354e-06,6.32690151070591e-07,1.89807045321177e-06,1.26538030214118e-06,3161105,0.0185178916866096,0,0,0,0,1,0,"west"
"UT",2020,14,1,10,3,3161105,58537,2913538,189030,4.42883105749414e-06,3.16345075535295e-07,3.16345075535295e-06,9.49035226605886e-07,3161105,0.0185178916866096,0,0,0,0,0,1,"west"
"VA",2015,18,10,7,1,8517685,1773427,6045867,698391,2.11325025520432e-06,1.17402791955796e-06,8.21819543690568e-07,1.17402791955796e-07,8517685,0.208205281129791,1,0,0,0,0,0,"south"
"VA",2016,17,8,8,1,8517685,1773427,6045867,698391,1.99584746324852e-06,9.39222335646364e-07,9.39222335646364e-07,1.17402791955796e-07,8517685,0.208205281129791,0,1,0,0,0,0,"south"
"VA",2017,23,6,13,4,8517685,1773427,6045867,698391,2.7002642149833e-06,7.04416751734773e-07,1.52623629542534e-06,4.69611167823182e-07,8517685,0.208205281129791,0,0,1,0,0,0,"south"
"VA",2018,18,12,6,NA,8517685,1773427,6045867,698391,2.11325025520432e-06,1.40883350346955e-06,7.04416751734773e-07,NA,8517685,0.208205281129791,0,0,0,1,0,0,"south"
"VA",2019,10,2,7,1,8517685,1773427,6045867,698391,1.17402791955796e-06,2.34805583911591e-07,8.21819543690568e-07,1.17402791955796e-07,8517685,0.208205281129791,0,0,0,0,1,0,"south"
"VA",2020,11,3,4,4,8517685,1773427,6045867,698391,1.29143071151375e-06,3.52208375867386e-07,4.69611167823182e-07,4.69611167823182e-07,8517685,0.208205281129791,0,0,0,0,0,1,"south"
"VT",2015,1,NA,1,NA,626299,11373,598200,16726,1.59668145725923e-06,NA,1.59668145725923e-06,NA,626299,0.0181590582134093,1,0,0,0,0,0,"northeast"
"VT",2016,2,NA,1,1,626299,11373,598200,16726,3.19336291451846e-06,NA,1.59668145725923e-06,1.59668145725923e-06,626299,0.0181590582134093,0,1,0,0,0,0,"northeast"
"VT",2017,1,NA,1,NA,626299,11373,598200,16726,1.59668145725923e-06,NA,1.59668145725923e-06,NA,626299,0.0181590582134093,0,0,1,0,0,0,"northeast"
"VT",2018,2,NA,2,NA,626299,11373,598200,16726,3.19336291451846e-06,NA,3.19336291451846e-06,NA,626299,0.0181590582134093,0,0,0,1,0,0,"northeast"
"VT",2019,3,NA,2,1,626299,11373,598200,16726,4.7900443717777e-06,NA,3.19336291451846e-06,1.59668145725923e-06,626299,0.0181590582134093,0,0,0,0,1,0,"northeast"
"WA",2015,16,NA,12,4,7535591,403402,6128227,1003962,2.12325748571015e-06,NA,1.59244311428261e-06,5.30814371427536e-07,7535591,0.0535328947656528,1,0,0,0,0,0,"west"
"WA",2016,26,4,13,9,7535591,403402,6128227,1003962,3.45029341427899e-06,5.30814371427536e-07,1.72514670713949e-06,1.19433233571196e-06,7535591,0.0535328947656528,0,1,0,0,0,0,"west"
"WA",2017,38,7,14,17,7535591,403402,6128227,1003962,5.0427365285616e-06,9.28925149998189e-07,1.85785029999638e-06,2.25596107856703e-06,7535591,0.0535328947656528,0,0,1,0,0,0,"west"
"WA",2018,22,NA,12,10,7535591,403402,6128227,1003962,2.91947904285145e-06,NA,1.59244311428261e-06,1.32703592856884e-06,7535591,0.0535328947656528,0,0,0,1,0,0,"west"
"WA",2019,36,8,11,17,7535591,403402,6128227,1003962,4.77732934284783e-06,1.06162874285507e-06,1.45973952142572e-06,2.25596107856703e-06,7535591,0.0535328947656528,0,0,0,0,1,0,"west"
"WA",2020,25,2,10,13,7535591,403402,6128227,1003962,3.3175898214221e-06,2.65407185713768e-07,1.32703592856884e-06,1.72514670713949e-06,7535591,0.0535328947656528,0,0,0,0,0,1,"west"
"WI",2015,11,2,7,2,5813568,427026,5121396,265146,1.8921254554862e-06,3.440228100884e-07,1.2040798353094e-06,3.440228100884e-07,5813568,0.0734533422504046,1,0,0,0,0,0,"midwest"
"WI",2016,17,5,12,NA,5813568,427026,5121396,265146,2.9241938857514e-06,8.60057025221e-07,2.0641368605304e-06,NA,5813568,0.0734533422504046,0,1,0,0,0,0,"midwest"
"WI",2017,24,5,15,4,5813568,427026,5121396,265146,4.1282737210608e-06,8.60057025221e-07,2.580171075663e-06,6.880456201768e-07,5813568,0.0734533422504046,0,0,1,0,0,0,"midwest"
"WI",2018,12,3,6,3,5813568,427026,5121396,265146,2.0641368605304e-06,5.160342151326e-07,1.0320684302652e-06,5.160342151326e-07,5813568,0.0734533422504046,0,0,0,1,0,0,"midwest"
"WI",2019,18,3,10,5,5813568,427026,5121396,265146,3.0962052907956e-06,5.160342151326e-07,1.720114050442e-06,8.60057025221e-07,5813568,0.0734533422504046,0,0,0,0,1,0,"midwest"
"WI",2020,14,4,8,2,5813568,427026,5121396,265146,2.4081596706188e-06,6.880456201768e-07,1.3760912403536e-06,3.440228100884e-07,5813568,0.0734533422504046,0,0,0,0,0,1,"midwest"
"WV",2015,10,2,6,2,1805832,75210,1708531,22091,5.537613687209e-06,1.1075227374418e-06,3.3225682123254e-06,1.1075227374418e-06,1805832,0.0416483925414989,1,0,0,0,0,0,"south"
"WV",2016,12,1,10,1,1805832,75210,1708531,22091,6.6451364246508e-06,5.537613687209e-07,5.537613687209e-06,5.537613687209e-07,1805832,0.0416483925414989,0,1,0,0,0,0,"south"
"WV",2017,11,1,8,2,1805832,75210,1708531,22091,6.0913750559299e-06,5.537613687209e-07,4.4300909497672e-06,1.1075227374418e-06,1805832,0.0416483925414989,0,0,1,0,0,0,"south"
"WV",2018,7,2,4,1,1805832,75210,1708531,22091,3.8763295810463e-06,1.1075227374418e-06,2.2150454748836e-06,5.537613687209e-07,1805832,0.0416483925414989,0,0,0,1,0,0,"south"
"WV",2019,13,2,9,2,1805832,75210,1708531,22091,7.1988977933717e-06,1.1075227374418e-06,4.9838523184881e-06,1.1075227374418e-06,1805832,0.0416483925414989,0,0,0,0,1,0,"south"
"WV",2020,3,NA,NA,3,1805832,75210,1708531,22091,1.6612841061627e-06,NA,NA,1.6612841061627e-06,1805832,0.0416483925414989,0,0,0,0,0,1,"south"
"WY",2015,6,NA,4,2,577737,10221,542483,25033,1.0385348350547e-05,NA,6.92356556703137e-06,3.46178278351568e-06,577737,0.0176914409151569,1,0,0,0,0,0,"west"
"WY",2016,2,NA,1,1,577737,10221,542483,25033,3.46178278351568e-06,NA,1.73089139175784e-06,1.73089139175784e-06,577737,0.0176914409151569,0,1,0,0,0,0,"west"
"WY",2017,1,NA,1,NA,577737,10221,542483,25033,1.73089139175784e-06,NA,1.73089139175784e-06,NA,577737,0.0176914409151569,0,0,1,0,0,0,"west"
"WY",2018,4,NA,3,1,577737,10221,542483,25033,6.92356556703137e-06,NA,5.19267417527352e-06,1.73089139175784e-06,577737,0.0176914409151569,0,0,0,1,0,0,"west"
"WY",2019,1,NA,NA,1,577737,10221,542483,25033,1.73089139175784e-06,NA,NA,1.73089139175784e-06,577737,0.0176914409151569,0,0,0,0,1,0,"west"
